Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2023-01-10,1904.63,1940.96,1890.53,1937.98,25039050
2023-01-11,1936.39,1955.44,1912.55,1914.74,25924632
2023-01-12,1919.28,1950.83,1919.28,1930.79,32879763
2023-01-13,1932.38,1939.83,1910.13,1923.44,18128731
2023-01-16,1924.89,1944.2,1901.5,1933.08,18386777
2023-01-17,1928.12,1932.16,1898.34,1904.51,19449736
2023-01-18,1906.99,1928.89,1894.82,1913.25,33787784
2023-01-19,1900.37,1903.17,1869.14,1889.84,31488410
2023-01-20,1895.41,1901.03,1879.51,1892.32,21735938
2023-01-23,1899.2,1928.67,1899.2,1923.15,18780276
2023-01-24,1928.95,1945.78,1912.85,1918.6,18021838
2023-01-25,1906.22,1906.22,1879.52,1886.24,20432082
2023-01-26,1900.83,1920.18,1892.13,1911.61,16709511
2023-01-27,1916.61,1925.94,1909.33,1911.5,16290933
2023-01-30,1909.48,1909.48,1882.38,1889.82,15589284
2023-01-31,1886.96,1905.89,1876.42,1902.25,24133015
2023-02-01,1903.59,1911.39,1871.93,1871.93,22199674
2023-02-02,1886.33,1919.26,1882.56,1903.79,26007892
2023-02-03,1903.48,1917.69,1896.18,1906.13,18912038
2023-02-06,1902.31,1902.31,1863.26,1864.76,15983401
2023-02-07,1869.42,1877.28,1858.79,1870.87,14142774
2023-02-08,1882.32,1898.52,1882.32,1886.68,13396896
2023-02-09,1892.88,1912.32,1889.24,1896.24,12167375
2023-02-10,1891.84,1891.84,1838.33,1848.04,19717621
2023-02-13,1855.31,1863.95,1837.88,1853.29,13482430
2023-02-14,1858.47,1868.44,1841.76,1852.67,12571402
2023-02-15,1850.59,1871.47,1844.73,1870.03,11203817
2023-02-16,1872.93,1883.67,1841.85,1865.51,18647941
2023-02-17,1859.27,1867.81,1846.46,1859.26,14925672
2023-02-20,1860.87,1863.76,1842.43,1849.48,9560418
2023-02-21,1847.82,1847.82,1813.26,1825.89,14625476
2023-02-22,1822.56,1823.79,1786.67,1796.87,17929916
2023-02-23,1797.8,1826.45,1797.8,1824.76,13122671
2023-02-24,1828.33,1832.76,1802.1,1807.31,11536841
2023-02-27,1810.71,1828.27,1806.5,1820.79,8394196
2023-02-28,1821.3,1847.94,1810.98,1847.94,27049126
2023-03-01,1855.26,1868.54,1845.77,1856.22,16207612
2023-03-02,1850.34,1850.34,1813.37,1817.77,16033310
2023-03-03,1821.93,1841.85,1820.13,1841.85,12693089
2023-03-06,1849.05,1878.93,1849.05,1873.63,13145268
2023-03-07,1870.17,1883.31,1853.4,1853.4,12943645
2023-03-08,1853.32,1864.49,1842.48,1860.83,12133062
2023-03-09,1859.12,1859.12,1835.94,1835.94,10603394
2023-03-10,1820.21,1820.21,1786.18,1799.58,16072659
2023-03-13,1805.3,1814.07,1733.83,1753.3,22597089
2023-03-14,1752.13,1769.37,1737.77,1755.3,18607938
2023-03-15,1761.1,1766.16,1702.2,1707.42,20763488
2023-03-16,1718.65,1727.07,1669.53,1706.55,26682158
2023-03-17,1716.42,1730.29,1671.67,1678.16,37077467
2023-03-20,1671.55,1689.36,1626.01,1686.56,21357470
2023-03-21,1694.95,1724.01,1694.95,1719.16,23349958
2023-03-22,1721.09,1732.74,1704.93,1707.29,16424086
2023-03-23,1706.81,1714.42,1680.9,1705.91,12509380
2023-03-24,1700.07,1700.07,1661.51,1670.18,16319241
2023-03-27,1684.13,1695.07,1665.93,1686.96,10210972
2023-03-28,1694.46,1712.77,1686.26,1694.12,14047878
2023-03-29,1701.93,1712.3,1685.64,1709.39,16053905
2023-03-30,1715.56,1764.19,1715.56,1763.29,26179385
2023-03-31,1768.95,1776.97,1754.07,1758.56,18837644
2023-04-03,1764.92,1795.3,1764.92,1775.99,13986078
2023-04-04,1785.64,1797.89,1772.43,1773.53,10508534
2023-04-05,1772.8,1776.32,1752.7,1756.95,12691426
2023-04-06,1759.34,1766,1749,1754.24,7868005
2023-04-11,1765.72,1789.07,1758.63,1783.31,16692528
2023-04-12,1785.83,1820.15,1773.58,1816.28,20564852
2023-04-13,1814.17,1846.34,1808.35,1840.77,22267916
2023-04-14,1846.46,1865.17,1844.08,1854.27,16398458
2023-04-17,1861.54,1869.58,1854.76,1861.85,14466537
2023-04-18,1863.8,1910.96,1859.82,1896.92,16395745
2023-04-19,1893.31,1901.65,1871.52,1896.87,13705715
2023-04-20,1898.29,1926.26,1896.15,1911.19,17835599
2023-04-21,1903.8,1903.8,1882.76,1900.63,13887716
2023-04-24,1897.12,1918.6,1883.77,1910.52,10306117
2023-04-25,1907.98,1911.87,1887.85,1890.69,13672862
2023-04-26,1891.3,1902.64,1870.09,1888.61,16637312
2023-04-27,1893.04,1951.53,1893.04,1948.07,15197850
2023-04-28,1953.29,1954.79,1917.31,1923.09,17947979
2023-05-02,1921.51,1953.64,1919.23,1919.24,15269078
2023-05-04,1920.08,1933.14,1879.78,1884.32,19404304
2023-05-05,1890.37,1914.65,1885.44,1912.37,12427320
2023-05-08,1918.18,1936.58,1913.67,1922.08,11518067
2023-05-09,1919.31,1920.79,1902.81,1919.92,11248169
2023-05-10,1926.84,1954.53,1912.32,1931.94,19719506
2023-05-11,1935.51,1944.56,1914.17,1918.71,17612233
2023-05-12,1923.98,1950.54,1917.43,1939.03,16565256
2023-05-15,1949.06,1958.76,1932.34,1940.63,16514994
2023-05-16,1937.44,1960.63,1931.65,1948.83,12594652
2023-05-17,1945.87,1945.95,1928.07,1933.08,14540135
2023-05-18,1942.87,1954.05,1933.12,1939.9,14148665
2023-05-19,1946.35,1992.39,1946.35,1992.31,20862580
2023-05-22,1990.44,2012.35,1983.44,2004.72,16607353
2023-05-23,2002.96,2026.29,2000.68,2004.06,13378560
2023-05-24,1998.74,1998.74,1956.18,1958.63,16741264
2023-05-25,1961.54,1965.93,1936.77,1941.16,17235259
2023-05-26,1943.86,1986.26,1941.93,1984.12,16307890
2023-05-29,1986.48,1995.58,1976.35,1980.39,7304767
2023-05-30,1978.78,1978.78,1943.99,1946.38,15448251
2023-05-31,1934.41,1934.41,1890.03,1894.48,52156170
2023-06-01,1902.02,1949.5,1902.02,1946.21,14941664
2023-06-02,1959.23,2018.09,1959.23,2018.09,19817090
2023-06-05,2019.7,2053.48,2010.92,2020.07,15886416
2023-06-06,2017.83,2060.37,2016.18,2053.44,25672961
2023-06-07,2052.54,2055.49,2027.06,2036.31,16027064
2023-06-09,2046.14,2062.57,2041.14,2050.99,16233755
2023-06-12,2051.3,2069.41,2041.18,2044.2,16241418
2023-06-13,2050.61,2059.91,2022.49,2024.98,28701751
2023-06-14,2029.73,2082.03,2027.67,2075.83,28308897
2023-06-15,2070.12,2098.15,2056.92,2097.34,23364089
2023-06-16,2097.35,2131.03,2097.35,2108.05,63572097
2023-06-19,2102.93,2118.57,2083.57,2083.81,9983315
2023-06-20,2081.84,2090.88,2063.37,2066.78,11658122
2023-06-21,2067.24,2086.27,2060.53,2076.16,13594977
2023-06-22,2077.32,2086.8,2058.12,2075.51,11097087
2023-06-23,2068.39,2073.39,2033.22,2035,11974508
2023-06-26,2034.31,2075.63,2028.62,2068.49,9720902
2023-06-27,2071.66,2081.36,2025.49,2039.34,12003788
2023-06-28,2048.56,2066.79,2029.44,2045.15,12607948
2023-06-29,2050.16,2067.14,2046.46,2062.11,10765129
2023-06-30,2065.97,2069.97,2043.9,2060.38,15202861
2023-07-03,2056.7,2080.92,2055.21,2078.46,13653193
2023-07-04,2081.01,2081.01,2055.01,2056.53,10707198
2023-07-05,2054.22,2054.22,2014.98,2015.11,14392546
2023-07-06,2010.25,2023.01,1989.66,2010.48,18195608
2023-07-07,2010.4,2037.33,2008.84,2035.57,14599138
2023-07-10,2032.43,2043,2020.58,2041.39,10711466
2023-07-11,2049.65,2059.27,2044.31,2054.39,13794176
2023-07-12,2060.37,2114.5,2060.37,2114.5,18711730
2023-07-13,2116.56,2130.53,2109.44,2117.53,16339179
2023-07-14,2112.57,2141.53,2106.66,2127.08,12087302
2023-07-17,2123.38,2147.67,2119.1,2136.87,24032381
2023-07-18,2135.81,2161.24,2132.19,2161.24,16058277
2023-07-19,2166.04,2181.78,2160.76,2171.53,14673882
2023-07-20,2166.96,2177.81,2154.15,2159.05,12590267
2023-07-21,2160.5,2163.36,2144.8,2155.56,12736286
2023-07-24,2153.33,2178.67,2153.33,2173.8,12678408
2023-07-25,2177.79,2187.81,2166.52,2181.76,10732952
2023-07-26,2182.49,2185.84,2155.24,2163.91,9283791
2023-07-27,2167.03,2195.76,2167.03,2189.58,13932958
2023-07-28,2183.55,2193.03,2172.64,2189.24,11510992
2023-07-31,2190.28,2202.3,2186.26,2193.56,17447189
2023-08-01,2193.35,2193.77,2174.65,2188.77,13747540
2023-08-02,2177.36,2177.36,2142.82,2142.82,14883443
2023-08-03,2139.83,2145.01,2120.93,2141.81,13001280
2023-08-04,2152.32,2173.4,2152.32,2169.73,10052286
2023-08-07,2167.78,2168.37,2145.93,2152.17,9919087
2023-08-08,2148.86,2148.86,2106.44,2113.37,15746204
2023-08-09,2099.14,2118.52,2089.72,2096.43,17771305
2023-08-10,2097.72,2143.51,2097.72,2130.58,16696381
2023-08-11,2124.08,2124.08,2098.84,2105.31,13284271
2023-08-14,2098.01,2104.81,2082.18,2087.01,9377568
2023-08-16,2075.72,2075.87,2039.46,2044.35,18511683
2023-08-17,2043.1,2053.25,2009.19,2021.15,13024982
2023-08-18,2014.48,2017.46,1997.11,2014.55,13127530
2023-08-21,2011.29,2024.31,2002.05,2015.21,10659612
2023-08-22,2020.25,2031.1,2005.48,2009.59,11819458
2023-08-23,2011.24,2018.61,1989,2012.34,13162916
2023-08-24,2015.7,2036.45,2007.3,2009.58,10166723
2023-08-25,1997.35,2015.39,1986.05,2000.42,10620373
2023-08-28,2010.6,2041.73,2001.87,2039.32,11516362
2023-08-29,2041.9,2050.43,2029.79,2042.08,12644490
2023-08-30,2043.03,2055.06,2035.91,2049.96,8289758
2023-08-31,2049.89,2054.96,2026.67,2027.38,27831620
2023-09-01,2024.89,2055.37,2022.35,2050.94,14560369
2023-09-04,2050.13,2062.39,2023.74,2025.59,14490208
2023-09-05,2022.55,2044.26,2004.34,2006.27,13740483
2023-09-06,1993.44,2000.36,1942.27,1958.07,25918192
2023-09-07,1954.96,1963.05,1909.86,1927.39,20120851
2023-09-08,1934.89,1946.46,1924.02,1943.99,13364405
2023-09-11,1951.85,1965.45,1935.43,1941.79,13451525
2023-09-12,1944.98,1953.48,1934.03,1949.57,19746973
2023-09-13,1948.28,1956.91,1937.35,1949.65,20185326
2023-09-14,1954.66,1967.77,1948.35,1967.77,18693837
2023-09-15,1973.88,1989.19,1971.31,1975.05,42830658
2023-09-18,1974.14,1981.45,1941.76,1943.94,13778179
2023-09-19,1951.24,1954.49,1924.07,1930.86,16080549
2023-09-20,1932.86,1979.22,1932.86,1975.57,18236625
2023-09-21,1962.98,1962.98,1935.97,1949.56,12918665
2023-09-22,1948.17,1959.09,1936.82,1949.25,15562790
2023-09-25,1947.24,1957.09,1918.15,1925.22,15655182
2023-09-26,1921.59,1936.37,1900.4,1928.42,15370542
2023-09-27,1928.01,1932.96,1898.92,1898.92,13082707
2023-09-28,1896.64,1903.33,1873.38,1884.74,30618353
2023-09-29,1890.79,1926.94,1890.79,1915.6,22627015
2023-10-02,1917.3,1917.3,1873.32,1873.32,16635343
2023-10-03,1871.15,1881.62,1854.48,1864.31,20451084
2023-10-04,1857.91,1901.68,1843.38,1879.35,22577547
2023-10-05,1884.53,1893.3,1864.65,1864.65,19196269
2023-10-06,1865.28,1889.89,1852.68,1870.43,34993155
2023-10-09,1869.05,1919.4,1854.01,1909.41,23136281
2023-10-10,1919.84,1965.66,1919.84,1960.21,25818178
2023-10-11,1962.86,1988.44,1956.18,1976.83,31757020
2023-10-12,1980.07,1985.3,1956.34,1960.94,31389565
2023-10-13,1958.96,1986.47,1951.77,1974.56,21731800
2023-10-16,2009.97,2099.3,2009.97,2079.49,56000435
2023-10-17,2077.32,2150.76,2076.66,2118.37,38033945
2023-10-18,2111.24,2130.64,2091.92,2094.62,35973845
2023-10-19,2085.76,2085.76,2047.77,2051.4,25365378
2023-10-20,2040.64,2049.22,2019.23,2028.92,19866460
2023-10-23,2030.55,2040.92,2015.1,2021.14,16261051
2023-10-24,2028.21,2076.43,2028.21,2059.53,24388044
2023-10-25,2063.14,2105.22,2058.24,2096.22,24066190
2023-10-26,2080.37,2124.94,2060.12,2120.96,20711828
2023-10-27,2122.38,2131.8,2100.9,2103.73,16329613
2023-10-30,2108.61,2137.81,2108.61,2126.47,15917983
2023-10-31,2129.76,2169.08,2124.23,2149.73,24550308
2023-11-02,2163.79,2181.6,2141.35,2158.41,23645108
2023-11-03,2161.79,2187.38,2155.56,2177.29,20128393
2023-11-06,2185.27,2203.59,2174.56,2186.01,17809181
2023-11-07,2179.91,2191.06,2154.48,2168.12,16292337
2023-11-08,2165.12,2170.7,2134.8,2140.2,15833450
2023-11-09,2153.64,2172.27,2130.08,2170.91,19075784
2023-11-10,2165.75,2169.03,2135.65,2141.09,14654587
2023-11-13,2147.13,2164.92,2130.91,2132.7,18679333
2023-11-14,2137.55,2241.24,2137.55,2236.12,26528502
2023-11-15,2241.03,2264.9,2213.47,2218.61,27299827
2023-11-16,2215.59,2239.37,2208.37,2217.16,31370144
2023-11-17,2215.3,2230.19,2204.7,2228.28,18257191
2023-11-20,2228.8,2269.24,2226.91,2250.55,22235730
2023-11-21,2248.76,2264.79,2226.06,2240.99,16593956
2023-11-22,2237.93,2245.89,2226.39,2241.16,15162106
2023-11-23,2243.16,2250,2223.46,2225.6,11940406
2023-11-24,2224.79,2237.38,2218.07,2228.01,16787565
2023-11-27,2226.59,2231.31,2196.75,2208.05,15823961
2023-11-28,2203.89,2242.91,2203.89,2239.69,18902719
2023-11-29,2227.16,2234.47,2204.57,2222.44,31058211
2023-11-30,2221.96,2234.12,2215.25,2215.25,40654424
2023-12-01,2215.16,2287.62,2215.16,2285.98,20060199
2023-12-04,2281.69,2299.96,2273.8,2281.04,12961160
2023-12-05,2274.56,2316.04,2273.02,2298.78,19136348
2023-12-06,2302.28,2329.05,2297.34,2309.81,20036714
2023-12-07,2302.98,2303.44,2270.2,2288.84,13681706
2023-12-08,2290.85,2316.02,2290.85,2306.05,14582525
2023-12-11,2308.2,2325.47,2302.42,2313.32,13564924
2023-12-12,2318.29,2328.45,2284.99,2293.66,22496206
2023-12-13,2289.56,2309.76,2284.6,2298.31,18141339
2023-12-14,2309.38,2326.76,2307.22,2312.56,22272034
2023-12-15,2318.2,2365.67,2311.98,2320.45,67697404
2023-12-18,2317.97,2340.17,2314.36,2334.5,17243198
2023-12-19,2334.62,2372.3,2329.22,2354.57,18940374
2023-12-20,2358.26,2380.4,2341.42,2346.52,15633376
2023-12-21,2333.32,2355.14,2329.78,2348.67,16619821
2023-12-22,2345.16,2353.47,2338.03,2346.7,9204610
2023-12-27,2348.85,2378.32,2348.85,2371.28,13649734
2023-12-28,2374.38,2380.55,2356.32,2356.32,11537636
2023-12-29,2356.84,2367.01,2334.3,2342.99,10917243
2024-01-02,2344.1,2350.52,2288.3,2303.41,13920658
2024-01-03,2300.34,2305.71,2264.17,2295.12,20767399
2024-01-04,2295.14,2295.14,2263.57,2282.23,18611762
2024-01-05,2269.54,2281.04,2230.94,2274.59,15961824
2024-01-08,2268.49,2283.34,2237.93,2279.86,15212783
2024-01-09,2290.55,2294.56,2267.41,2288.2,15720437
2024-01-10,2286.76,2299.77,2264.61,2270.82,15802065
2024-01-11,2279.93,2287.65,2242.88,2246.21,19924196
2024-01-12,2248.84,2270.94,2239.41,2248.58,17900481
2024-01-15,2249.09,2259.9,2206.6,2216.01,11952680
2024-01-16,2208.87,2215.07,2187.87,2208.54,12186484
2024-01-17,2201.05,2201.05,2161.56,2167.71,20596729
2024-01-18,2170.27,2194.2,2170.27,2191.26,17989566
2024-01-19,2198.47,2213.74,2191.88,2200.91,18791983
2024-01-22,2212.23,2223.04,2195.82,2205.03,16121392
2024-01-23,2210.65,2215.66,2175.62,2196.27,14666559
2024-01-24,2196.95,2225.62,2195.66,2213.36,16675294
2024-01-25,2213.69,2215.43,2195.21,2206.18,14153527
2024-01-26,2200.87,2226.41,2191.67,2223.47,13770396
2024-01-29,2218.5,2224.08,2207.42,2213.17,11338365
2024-01-30,2216.22,2238.85,2212.89,2235.83,15139945
2024-01-31,2235.89,2282.25,2233.6,2279.86,18811692
2024-02-01,2271.04,2322.65,2255.25,2306.07,23508144
2024-02-02,2314.21,2366.31,2314.21,2350.44,22403766
2024-02-05,2351.28,2378.61,2323.58,2329.72,21181524
2024-02-06,2333.11,2356.8,2326.38,2332.22,15881996
2024-02-07,2336.86,2351.35,2329.47,2347.31,12303686
2024-02-08,2348.8,2355.29,2312.48,2318.89,11840601
2024-02-09,2317.87,2326.25,2304.28,2309.39,10792888
2024-02-12,2313.8,2355.07,2303.44,2345.13,16267950
2024-02-13,2342.42,2349.62,2289.79,2300.09,24884186
2024-02-14,2300.62,2347.65,2298.55,2347.65,14410447
2024-02-15,2353.78,2362.07,2330,2345.75,17725942
2024-02-16,2346.91,2390.06,2346.91,2371.05,13966277
2024-02-19,2365.54,2394.8,2365.54,2387.94,9809872
2024-02-20,2387.08,2428.85,2380.27,2423.18,18284494
2024-02-21,2426.86,2443.12,2410.03,2411.43,16256065
2024-02-22,2432.3,2455.05,2432.3,2447.32,21722463
2024-02-23,2453.29,2494.74,2451.11,2476.82,19900731
2024-02-26,2477.45,2483.49,2462.85,2464.05,13754739
2024-02-27,2465.94,2489.6,2450.18,2457.83,18036437
2024-02-28,2458.24,2458.24,2408.94,2412,18781940
2024-02-29,2413.96,2446.47,2412.88,2418.1,55290322
2024-03-01,2430.39,2441,2404.79,2424.7,18030139
2024-03-04,2433.2,2444.21,2394.05,2398.38,17997591
2024-03-05,2390.39,2390.39,2363.32,2367.74,19233303
2024-03-06,2369.06,2382.38,2359.61,2371.37,14489024
2024-03-07,2361.05,2361.05,2318.18,2336.23,16997867
2024-03-08,2337.02,2353.91,2308.05,2351.65,20401587
2024-03-11,2348.14,2370.39,2340.36,2370.39,13265697
2024-03-12,2374.4,2428.05,2364.45,2425.09,22585522
2024-03-13,2423.09,2435.83,2398.1,2408.31,20086275
2024-03-14,2410.55,2426.94,2398.55,2412.33,25018417
2024-03-15,2411.5,2422.1,2310.02,2350.97,72844908
2024-03-18,2352.61,2375.89,2330.69,2350.87,17958198
2024-03-19,2352.6,2359.36,2297.85,2335.74,19423586
2024-03-20,2342.47,2350.76,2314.6,2341.35,15804240
2024-03-21,2369.05,2409.74,2369.05,2409.74,20376550
2024-03-22,2405.34,2415.75,2374.23,2377.69,16101913
2024-03-25,2377.78,2381.01,2342.8,2343.24,14919609
2024-03-26,2345.98,2396.21,2336.06,2387.64,19483070
2024-03-27,2387.84,2399.45,2380.8,2394.81,13861727
2024-03-28,2392.63,2439.21,2392.63,2436.05,18007784
2024-04-02,2440.7,2473.58,2425.33,2434.77,23924417
2024-04-03,2439.87,2453.64,2417.97,2433.78,17761685
2024-04-04,2438.03,2471.53,2433.13,2469.3,16131103
2024-04-05,2454.59,2470.75,2437.36,2470.75,20946543
2024-04-08,2469.4,2512.32,2469.4,2507.13,18559549
2024-04-09,2511.74,2529.12,2467.25,2475.42,25809982
2024-04-10,2489.31,2514.69,2478.02,2500.26,37967255
2024-04-11,2491,2507.54,2468.31,2468.31,29576577
2024-04-12,2491.92,2501.93,2444.82,2446.16,20022302
2024-04-15,2465.66,2475.35,2447.33,2453.31,19862472
2024-04-16,2428,2429.4,2383.85,2392.5,27963299
2024-04-17,2400.66,2445.88,2398.15,2432.32,34556675
2024-04-18,2453.09,2461.53,2417.94,2460.99,26962145
2024-04-19,2440.69,2467.07,2436.48,2464.04,27420606
2024-04-22,2479.25,2511.82,2473.72,2508.34,26277242.901374
2024-04-23,2495.09,2518.21,2478.04,2492.3,21294020
2024-04-24,2507.53,2508.71,2467.53,2469.17,21648466
2024-04-25,2476.84,2479.18,2432.61,2446.93,20243633
2024-04-26,2474.36,2487.99,2466,2479.1,19628932
2024-04-29,2487.9,2509.76,2459.86,2507.84,17339696
2024-04-30,2512.34,2512.34,2471.82,2476.29,19095347
2024-05-02,2487.7,2493.84,2462.79,2470.52,14219177
2024-05-06,2493.56,2553.52,2479.34,2547.53,27151253
2024-05-07,2548.38,2566.37,2530.24,2536.99,32839442
2024-05-08,2542.8,2550.72,2528.36,2550.72,22509893
2024-05-09,2563.65,2573.52,2554.78,2565.64,26366939
2024-05-10,2574.83,2577.09,2520.75,2523.05,33258808
2024-05-13,2528.66,2552.38,2521.47,2547.1,23678342
2024-05-14,2552.04,2562.66,2526.8,2557.21,34127402
2024-05-15,2552.49,2558.22,2534.37,2555.32,25350172
2024-05-16,2566.15,2578.73,2554.26,2562.83,18911681
2024-05-17,2559.34,2576.62,2537.37,2574.96,21078390
2024-05-20,2585.49,2600.53,2581.95,2593.1,24751625
2024-05-21,2579.49,2588.31,2557.42,2567.52,19910220
2024-05-22,2562.52,2562.77,2542.01,2552.7,20968404
2024-05-23,2547.38,2568.16,2531.41,2541.37,33633368
2024-05-24,2529.2,2534.58,2512.71,2528.8,30180665
2024-05-27,2534.98,2549.04,2525.02,2530.08,20192298.927021
2024-05-28,2537,2542.56,2495.34,2505.97,20351257
2024-05-29,2503.38,2503.75,2460.33,2463.98,26198686
2024-05-31,2463.9,2501.62,2453.68,2485.53,62890805
2024-06-03,2511.05,2523.05,2495.69,2496.92,15139142
2024-06-04,2495.34,2495.34,2433.81,2433.81,18906960
2024-06-05,2445.86,2448.51,2428.57,2445.33,15885316
2024-06-06,2463.59,2468.21,2437.6,2462.49,12455017
2024-06-07,2468.74,2468.74,2419.03,2428.84,14580443
2024-06-10,2420.26,2428.59,2401.51,2428.58,11347046
2024-06-11,2436.5,2439.66,2401,2402.91,13379914
2024-06-12,2416.4,2452.94,2410.48,2442.89,17335764
2024-06-13,2441,2441.78,2399.53,2401.63,13426391
2024-06-14,2412.13,2413.73,2383.98,2413.73,18117426
2024-06-17,2416.27,2460.7,2415.78,2458.79,18303021
2024-06-18,2472.27,2490.1,2453.56,2455.11,17879724
2024-06-19,2465.15,2498.88,2455.93,2491.74,13977375
2024-06-20,2499.86,2518.87,2481.15,2497.82,16390808
2024-06-21,2499.27,2514.01,2480.38,2489.91,37196476
2024-06-24,2496.55,2549.05,2490.46,2542.42,13966096
2024-06-25,2539.47,2563.48,2528.79,2547.21,17019229
2024-06-26,2560.73,2573.14,2540.75,2541.43,27003141
2024-06-27,2546.09,2565.79,2537.38,2547.78,18745032
2024-06-28,2555.07,2572.87,2552.78,2561.27,18416678
2024-07-01,2574.03,2578.15,2550.09,2553.09,14701281
2024-07-02,2548.57,2551.7,2522.35,2528.44,14412813
2024-07-03,2544.94,2566.93,2532.3,2543.64,13742901
2024-07-04,2557.02,2558.29,2534.71,2549.11,8062372
2024-07-05,2552.11,2558.56,2511.13,2518.89,9889997
2024-07-08,2524.23,2544.57,2517.88,2539.4,10010729
2024-07-09,2542.96,2545.91,2529.24,2543.85,12494325
2024-07-10,2549.76,2549.76,2517.54,2521.39,13004491
2024-07-11,2529.45,2549.88,2522.59,2547.69,14201546
2024-07-12,2545.46,2574.96,2537.22,2566.19,12915490
2024-07-15,2565.44,2569.86,2549.16,2569.86,10371215
2024-07-16,2561.68,2561.68,2485.65,2485.93,18003508
2024-07-17,2489.58,2506.29,2426.37,2454.63,19039624
2024-07-18,2467.45,2503.98,2446.52,2496.44,18528711
2024-07-19,2483.64,2489.33,2457.37,2476.38,11016825
2024-07-22,2487.73,2497.79,2471.19,2481.28,9506452
2024-07-23,2483.57,2483.57,2432.85,2445.06,12136809
2024-07-24,2430.5,2455.16,2424.18,2431.72,11834210
2024-07-25,2398.7,2416.59,2381.59,2415.63,16787572
2024-07-26,2417.66,2428.54,2398.97,2407.15,9161935
2024-07-29,2425.67,2436.16,2400.96,2419.12,10533307
2024-07-30,2425.17,2432.52,2384.77,2384.77,15397787
2024-07-31,2409.78,2426.29,2401.13,2421.49,18447098
2024-08-01,2426.28,2426.28,2373.86,2374.62,11818914
2024-08-02,2349.22,2356.41,2327.87,2339.16,16426478
2024-08-05,2261.66,2273.65,2219.4,2266.27,28704923
2024-08-06,2291.6,2297.67,2215.98,2237.76,23107520
2024-08-07,2242.1,2248.13,2222.76,2236.35,16372780
2024-08-08,2233.19,2266.13,2193.1,2264.1,17357336
2024-08-09,2281.19,2292.41,2250,2258.52,13422112
2024-08-12,2274.83,2336.36,2274.83,2335.65,12609558
2024-08-13,2348.33,2353.79,2321.26,2330.32,16396057
2024-08-14,2351.09,2357.56,2332.84,2344.14,15063371
2024-08-16,2385.05,2421.06,2383.77,2421.06,17718937
2024-08-19,2417.49,2437.46,2409.25,2426.89,13036574
2024-08-20,2430.17,2430.32,2381.36,2383.43,8198629
2024-08-21,2388.3,2405.75,2383.46,2401.57,12264113
2024-08-22,2413.93,2419.89,2394.92,2400.05,19695520
2024-08-23,2417.26,2417.26,2394.2,2401.25,14349646
2024-08-26,2405.51,2411.08,2385.2,2395.38,10105408
2024-08-27,2401.19,2401.63,2367.51,2396.22,11679725
2024-08-28,2391.94,2396.28,2367.96,2383.94,13752732
2024-08-29,2384.3,2409.58,2377.69,2403.14,14983709
2024-08-30,2412.24,2419.99,2392.84,2412.16,30646198
2024-09-02,2404.71,2467.23,2388.32,2456.07,18828117
2024-09-03,2454.58,2457.66,2409.5,2409.5,15474032
2024-09-04,2389.06,2405.94,2378.66,2403.12,12553514
2024-09-05,2397.92,2414.75,2365.15,2371.94,14577198
2024-09-06,2367.09,2375.15,2316.94,2318.2,16433018
2024-09-09,2331.73,2338.79,2319.09,2330.89,11761887
2024-09-10,2332.97,2344.16,2300.78,2307.54,15866784
2024-09-11,2306.1,2306.1,2259.72,2262.33,18491288
2024-09-12,2301.51,2311.27,2286.1,2294.32,14069996
2024-09-13,2302.97,2342.39,2299.98,2336.62,15213061
2024-09-16,2320.15,2320.15,2285.79,2294.76,17834443
2024-09-17,2308.76,2341.76,2305.75,2334.86,18229560
2024-09-18,2342.45,2347.7,2316.85,2326.69,14007178
2024-09-19,2326.27,2335.49,2310.92,2326.8,32539700
2024-09-20,2333.13,2334.35,2269.39,2279.98,57375236
2024-09-23,2292.92,2297.03,2259.19,2286.81,15836833
2024-09-24,2314.89,2351.47,2310.16,2337.49,18405880
2024-09-25,2336.54,2353.49,2325.59,2346.26,15435810
2024-09-26,2369.02,2385.8,2355.01,2366.47,30107952
2024-09-27,2369.56,2387.02,2353.65,2382.95,16365744
2024-09-30,2374.16,2381.13,2324.13,2324.13,20898193
2024-10-01,2335.42,2341.84,2297.03,2315.86,18165447
2024-10-02,2316.05,2340.17,2303.11,2317.7,12487349
2024-10-03,2314.07,2314.07,2277.73,2280.66,16177462
2024-10-04,2290.66,2298.03,2273.85,2291.53,12516938
2024-10-07,2306.17,2308.54,2269.11,2291.51,13866107
2024-10-08,2277.33,2300.73,2257.08,2284.75,17095032
2024-10-09,2285.35,2329.74,2276.61,2321.28,16251661
2024-10-10,2324.94,2331.54,2300.12,2308.16,16777225
2024-10-11,2322.22,2340.2,2310.68,2333.75,12173245
2024-10-14,2340.6,2341.97,2323.5,2327.5,9971380
2024-10-15,2337.89,2339.96,2308.65,2322.68,15253256
2024-10-16,2318.72,2349.6,2311.74,2341,28559062
2024-10-17,2345.01,2345.88,2280.05,2283.98,13756925
2024-10-18,2295.26,2317.82,2294.47,2303.33,9783443
2024-10-21,2301.99,2312.92,2272.7,2278.75,11595646
2024-10-22,2281.84,2282.88,2246.96,2250.38,19163889
2024-10-23,2246.83,2261.54,2227.14,2256.21,15172906
